OBJECTID *,A.T. Region Acronym,Trail Club Acronym,Campsite Name,Status,In FMSS?,FMSS Name,FMSS Location ID *,GIS ID,Type of Campsite,Number of Sites,Number of 8x8 Tentsites,Number of Constructed Tent Pads,Predominant Tent Pad Perimeter Material,Number of Constructed Tent Platforms,Predominant Tent Platform Deck Material,Number of Metal Fire Rings,Number of Mortared Fire Rings,Number of Food Boxes,Number of Food Cables,Number of Food Poles,Number of Metal Storage Boxes,Number of Plastic Storage Boxes,Number of Wooden Storage Boxes,Number of Bulletin Boards/Kiosks,Number of Directional/Wayfinding Signs,Number of Educational/Interpretative Signs,Number of Identification/Entrance Signs,Number of Regulatory/Safety Signs,Number of Bollards,Number of Boulders,Number of Cattle Guards,Number of Gates,Number of Stiles,Number of Fences,Total Fence Length Feet,Predominant Fence Material,Photos Taken?,Year Built,Comments,FMSS Quantity,Description,FBMS ID,Optimizer Band,Asset Priority Index,Historic Status,State,County,A.T. Region,Congressional District,Trail_Club,Northern Maintainer Boundary,Southern Maintainer Boundary,A.T. Maintainer Section,Wilderness Area,Ownership,Latitude,Longitude,Maximum PDOP,Maximum HDOP,Correction Type,Receiver Type,GPS Date,GPS Time,Update Status,Feature Name,Datafile,Unfiltered Positions,Filtered Positions,Data Dictionary,GPS Week,GNSS Height,Vertical Precision,Horizontal Precision,Standard Deviation,Point X,Point Y,GFID,Source,Version,Publish?,Creator,Creation Date,Editor,Edit Date,Photo1,Photo2,Photo3,Photo4,Photo5,Photo6,Photo7,Photo8,Photo9,Photo10,GlobalID *,Shape *
131,SORO,GATC,Low Gap (GA) Campsite 2,Official A.T. Campsite,Yes,GATC Low Gap GA Campsite 2,250654,CS872,Designated Campsite,4,4,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1953,,0.005877,GATC Low Gap GA Campsite 2,IB14001000208620001626,1,100,N,Georgia,WHITE,Southern,Congressional District 9,Georgia Appalachian Trail Club,Low Gap,Sheep Rock Top,Low Gap to Sheep Rock Top,"Y, Mark Trail Wilderness",FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.77633483,-83.8257163,3.2,1.6,Uncorrected,Geo 7x,12/3/2015,1:49:36 PM,New,Campsite,R120309A_edited.SSF,30,30,AT 2015 Inventory,1873,892.308,30,22.8,0.809294,-83.825716,34.776335,{c356aba2-c3ef-42ba-aa69-ac04dbc607bc},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1H6aEFtE4iFMDu4XhPy0XBf1HfCk6oMrB/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1FhurM2QfRQomUDgOcQDQWCw9tDAA74In/view?usp=drivesdk,,,,,,,,,{996c2dc2-9e00-4855-9f46-24f900cd18ba},Point
132,SORO,NHC,Cold Springs Shelter Campsite 2,Official A.T. Campsite,Yes,NHC Cold Springs Shelter Campsite 2,250670,CS76,Designated Campsite,4,4,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1968,trail south of cold Spring Shelter .1 north,0.005877,NHC Cold Springs Shelter Campsite 2,IB14001000208620001642,1,100,N,North Carolina,MACON,Southern,Congressional District 11,Nantahala Hiking Club,Tellico Bald,Burningtown Gap,Tellico Bald to Burningtown Gap,N,FEDERAL FEE - USFS NANTAHALA NF,35.23106555,-83.5591354,1.9,1,Uncorrected,Geo 7x,9/24/2015,10:42:48 AM,New,Campsite,R092409A_edited.SSF,30,30,AT 2015 Inventory,1863,1484.931,22.8,16.2,2.069767,-83.559135,35.231066,{83fe36e7-9080-413e-9d47-b770cc9e09f7},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1ghOdhxYWodlBiXhIKE1rpKZsV-NmAN0c/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1mgtZNFN6CR6p3Rr6pU7-Jk1XFycofdoh/view?usp=drivesdk,,,,,,,,,{63b3b039-ebec-43bd-a004-29a765f748d2},Point
133,SORO,NHC,Long Branch Shelter Campsite,Official A.T. Campsite,Yes,NHC Long Branch Shelter Campsite,250672,NA,Designated Campsite,2,0,2,Benching/Side Hill,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,2015,perimeters have retaining walls 60sq ft 40 ssq ft,0.002938,NHC Long Branch Shelter Campsite,IB14001000208620001641,1,100,N,North Carolina,MACON,Southern,Congressional District 11,Nantahala Hiking Club,Glassmine Gap,Big Spring Gap,Glassmine Gap to Big Spring Gap,N,FEDERAL FEE - USFS NANTAHALA NF,35.07007618,-83.49841208,1.9,1.1,Uncorrected,Geo 7x,9/22/2015,4:14:56 PM,New,Campsite,R092213A_edited.SSF,37,37,AT 2015 Inventory,1863,1330.774,31.4,23.7,5.780508,-83.498412,35.070076,{b6e0f29a-095a-48f2-8342-6830d8c7baa8},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/18O6Qgxk6fMqKXwLR7ZMPpMa8iNkjCDB0/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/11Fznea3z5cp0sBV-TrYJJHqiCe4NnhvT/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1pawF6lHY5GEspmiXe30oD0OFfk7-08qZ/view?usp=drivesdk,,,,,,,,{aced0545-035c-4ee5-9546-ffc7e7d860af},Point
134,SORO,TEHCC,Vandeventer Shelter Campsite,Official A.T. Campsite,Yes,TEHCC Vandeventer Shelter Campsite,102005,CS809,Designated Campsite,3,3,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1968,,0.004408,TEHCC Vandeventer Shelter Campsite,IB14001000208620000187,1,100,N,Tennessee,CARTER,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,Vandeventer Shelter,Wilbur Dam Rd,Vandeventer Shelter to Wilbur Dam Rd,"Y, Big Laurel Branch Wilderness",FEDERAL FEE - USFS CHEROKEE NF,36.36765855,-82.06087948,2.6,1.4,Uncorrected,Geo 7x,10/20/2015,1:13:43 PM,New,Campsite,R102009A_edited.SSF,45,45,AT 2015 Inventory,1867,1012.47,34.9,20.8,3.230606,-82.060879,36.367659,{2014cdfe-0be2-45d8-a63b-ffe563e4a08b},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1OFZIf0wCO-J_ZzVyFuaBys4rY2Dx8LwM/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1evViLrp5BSVxddlXNThMxGit5QyqO0y4/view?usp=drivesdk,,,,,,,,,{196b81c8-fa7d-486c-9edd-457c3f2930ef},Point
135,SORO,NHC,Wayah Shelter Campsite,Official A.T. Campsite,Yes,NHC Wayah Shelter Campsite,101988,CS852,Designated Campsite,3,3,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,2007,user created legal,0.004408,NHC Wayah Shelter Campsite,IB14001000208620000188,1,100,Y,North Carolina,MACON,Southern,Congressional District 11,Nantahala Hiking Club,Lick Log Gap,Wayah Bald,Lick Log Gap to Wayah Bald,N,FEDERAL FEE - USFS NANTAHALA NF,35.18785395,-83.56212756,2.9,2.8,Postprocessed Code,Geo 7x,9/23/2015,3:16:13 PM,New,Campsite,R092312A_edited.cor,30,30,AT 2015 Inventory,1863,1346.1,119.5,120,5.137115,-83.562128,35.187854,{ad1f808f-1d27-4eb1-8f90-2c5beb2d2406},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/19XgZWev1XdaBV1pGVOAB_skNtopPmmZG/view?usp=drivesdk,,,,,,,,,,{88f520b7-2d33-4c41-a0a2-84451d63fad0},Point
136,SORO,GATC,Low Gap (GA) Campsite 1,Official A.T. Campsite,Yes,GATC Low Gap GA Campsite 1,250653,CS872,Designated Campsite,4,4,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1953,,0.005877,GATC Low Gap GA Campsite 1,IB14001000208620001624,1,100,N,Georgia,WHITE,Southern,Congressional District 9,Georgia Appalachian Trail Club,Poplar Stomp Gap,Low Gap,Poplar Stomp Gap to Low Gap,"Y, Mark Trail Wilderness",FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.77665176,-83.82601623,2.9,1.3,Uncorrected,Geo 7x,12/3/2015,1:46:16 PM,New,Campsite,R120309A_edited.SSF,30,30,AT 2015 Inventory,1873,896.391,30.5,19.6,2.600351,-83.826016,34.776652,{7c3581d2-9231-4cdc-9d3a-34ee06bb7ab2},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1A1X7BiNtiZBkCyhYeYb5C70xtDxhgGnf/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/12AarDzdYJ-db_Jd8drASheYo7YYPWUXF/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1C83fUcBXRkR-HiTMu-Ue08NsTcE4lUQV/view?usp=drivesdk,,,,,,,,{d2fbf04a-82f2-4d0f-8723-16dca238a9f5},Point
137,SORO,GATC,Blood Mtn Shelter Campsite 2,Official A.T. Campsite,Yes,GATC Blood Mtn Shelter Campsite 2,250645,CS453,Designated Campsite,1,1,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1968,,0.001469,GATC Blood Mtn Shelter Campsite 2,IB14001000208620001615,1,100,N,Georgia,LUMPKIN,Southern,Congressional District 9,Georgia Appalachian Trail Club,Flatrock Gap,Blood Mtn,Flatrock Gap to Blood Mtn,"Y, Blood Mountain Wilderness",FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.73917638,-83.93667157,1.2,0.7,Uncorrected,Geo 7x,12/12/2015,5:57:42 PM,New,Campsite,R121208A_edited.SSF,33,33,AT 2015 Inventory,1874,1319.255,17.3,12.6,0.760374,-83.936672,34.739176,{204e3d3c-297a-4ce4-85c9-3aea11232652},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1RkJgpruL0XsnnzpBmrXEpOV6OuJ14PEk/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1OY5ruY1eILnmni01rHCv76EjKvo4XrvO/view?usp=drivesdk,,,,,,,,,{8cca4e37-6a77-47bb-ad33-84a0446a226b},Point
138,SORO,GATC,Springer Mtn Shelter Campsite 2,Official A.T. Campsite,Yes,GATC Springer Mtn Shelter Campsite 2,250662,NA,Designated Campsite,10,10,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,None,Yes,1993,,0.03,GATC Springer Mtn Shelter Campsite 2,IB14001000208620001632,1,100,N,Georgia,FANNIN,Southern,Congressional District 9,Georgia Appalachian Trail Club,Springer Gap,Springer Mountain,Springer Gap to Springer Mountain,N,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.62967652,-84.19374999,1.7,1.4,Postprocessed Code,Geo 7x,12/19/2015,11:11:31 AM,New,Campsite,R121908A_edited_1.co,30,30,AT 2015 Inventory,1875,1015.577,190.4,129,5.819181,-84.19375,34.629677,{f75f9767-8ee2-4267-a3df-c2036bda861a},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1_3Z3Sqk0FILI3Ib4S7sAbTNa6L6_WFeL/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1m-ZUoh62kba6qQ_o9vyhk5Q3BRqdqWhh/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/18jLDZwGfztvN3Fsde1APZ0bbAwmtimUc/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1IqNWxfYJo281oGi80WUBQgXfDb6T2IaD/view?usp=drivesdk,,,,,,,{b78eaf3a-4c7b-4073-b481-a0f54e8ef540},Point
139,SORO,GATC,Blue Mtn Shelter Campsite,Official A.T. Campsite,Yes,GATC Blue Mtn Shelter Campsite,250646,CS878,Designated Campsite,4,4,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1988,,0.005877,GATC Blue Mtn Shelter Campsite,IB14001000208620001617,1,100,N,Georgia,TOWNS,Southern,Congressional District 9,Georgia Appalachian Trail Club,Cut Locust Gap,Blue Mtn,Cut Locust Gap to Blue Mtn,"Y, Mark Trail Wilderness",FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.81702666,-83.76671797,1.5,0.8,Uncorrected,Geo 7x,12/4/2015,4:42:04 PM,New,Campsite,R120409A_edited.SSF,31,31,AT 2015 Inventory,1873,1156.806,21,13.5,1.638213,-83.766718,34.817027,{e9baebad-e72a-4a6c-a08f-fe71feb970a0},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1WS6DOrJClsjBSK9rvDKgRkV7xJYsRjgf/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1JIqLDKrflV77miVv0vhPAgH5-dmQlcGD/view?usp=drivesdk,,,,,,,,,{08e160e8-7453-4ee6-abb9-ce2d9be5555f},Point
140,SORO,GATC,Springer Mtn Shelter Campsite 1,Official A.T. Campsite,Yes,GATC Springer Mtn Shelter Campsite 1,250661,NA,Designated Campsite,8,8,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1968,,0.011754,GATC Springer Mtn Shelter Campsite 1,IB14001000208620001631,1,100,N,Georgia,FANNIN,Southern,Congressional District 9,Georgia Appalachian Trail Club,Springer Gap,Springer Mountain,Springer Gap to Springer Mountain,N,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.62880205,-84.19289233,2.1,1.1,Uncorrected,Geo 7x,12/19/2015,10:51:02 AM,New,Campsite,R121908A_edited.SSF,37,37,AT 2015 Inventory,1875,1102.332,24.5,12.9,2.146547,-84.192892,34.628802,{091cb0c4-f389-4d5b-9fb4-217619c571fe},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1491fdI7lSWKHGgqqbVMkXCmiZ46BHQd4/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1xtiOj-sAyCw0K-TeOB3vlTAPbutKVIW8/view?usp=drivesdk,,,,,,,,,{782c7332-ece1-4154-a654-bea3cf2d394b},Point
141,SORO,TEHCC,Abingdon Gap Shelter Campsite,Official A.T. Campsite,Yes,TEHCC Abingdon Gap Shelter Campsite,250680,CS92/93/94,Designated Campsite,4,4,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1959,,0.005877,TEHCC Abingdon Gap Shelter Campsite,IB14001000208620001648,1,100,N,Tennessee,JOHNSON,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,Backbone Rock Trail,Abingdon Gap Shelter,Backbone Rock Trail to Abingdon Gap Shelter,N,FEDERAL FEE - USFS CHEROKEE NF,36.58052799,-81.90155802,2.1,1.8,Postprocessed Code,Geo 7x,10/22/2015,2:10:04 PM,New,Campsite,R102210A_edited_3.co,30,30,AT 2015 Inventory,1867,1063.729,160,146.4,11.544839,-81.901558,36.580528,{9fe9d174-0189-4ebc-8d3a-92d1601b3803},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1JqzPmFgBmWcKmd_vFQGg7IOkH7amThSo/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1_x0OFLuJhsUymoWq8earSL0cglvkggvu/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/12M0I_uFSZMfdJNJXtdGLbUvgwKrzQbSt/view?usp=drivesdk,,,,,,,,{6c21ec69-83c5-435e-a92f-9e1d7eddaf0b},Point
142,SORO,GATC,Little Bald Knob Campsite,Official A.T. Campsite,Yes,GATC Little Bald Knob Campsite,250652,CS528,Designated Campsite,4,4,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1968,,0.005877,GATC Little Bald Knob Campsite,IB14001000208620001623,1,100,N,Georgia,RABUN,Southern,Congressional District 9,Georgia Appalachian Trail Club,Little Bald Spur,Dicks Creek Gap,Little Bald Spur to Dicks Creek Gap,N,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.91008849,-83.6042168,2.3,1.3,Uncorrected,Geo 7x,12/2/2015,12:40:15 PM,New,Campsite,R120210A_edited.SSF,30,30,AT 2015 Inventory,1873,937.839,20.8,15.7,5.978173,-83.604217,34.910088,{22b80000-cd7d-40f1-a242-31af5bf947be},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/file/d/1fjDkm4Y6cssIIIMlq_5q33LWRy9huVNH/view?usp=drivesdk,https://drive.google.com/file/d/1Ja0CdGarrm7UfDPCQ37htjsGfbBeeV42/view?usp=drivesdk,https://drive.google.com/file/d/1Ifz-Yw0zOfcc2O8_RfTcCo0RY60EBIap/view?usp=drivesdk,,,,,,,,{d90bf3e8-240a-4e0d-adfa-9d4e088ad79e},Point
143,SORO,CMC,Deer Park Mtn Shelter Campsite,Official A.T. Campsite,Yes,CMC Deer Park Mtn Shelter Campsite,250641,NA,Designated Campsite,12,12,0,None,0,None,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1938,,0.017631,CMC Deer Park Mtn Shelter Campsite,IB14001000208620001612,1,100,N,North Carolina,MADISON,Southern,Congressional District 11,Carolina Mountain Club,Deer Park Shelter,Garenflo Gap,Deer Park Shelter to Garenflo Gap,N,FEDERAL FEE - USFS PISGAH NF,35.87594017,-82.86128206,1.7,1.5,Postprocessed Code,Geo 7x,9/1/2015,2:06:19 PM,New,Campsit2,R090112A_edited.cor,30,30,AT 2015 Inventory,1860,694.824,19.8,15.3,1.134959,-82.861282,35.87594,{86cc2608-256d-4cb8-bf90-8dd1a19ea82c},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1EG-Bc_JVuzWH_JZtxUmuycLTliey2ed2/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1nXZbjJZQVbZegtL_zQu0e3er9yHxuEm4/view?usp=drivesdk,,,,,,,,,{87201a8c-1c26-4601-9bba-e09c16c521e5},Point
144,SORO,GATC,Whitley Gap Shelter Campsite,Official A.T. Campsite,Yes,GATC Whitley Gap Shelter Campsite,250666,NA,Designated Campsite,4,4,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1974,,0.005877,GATC Whitley Gap Shelter Campsite,IB14001000208620001636,1,100,N,Georgia,WHITE,Southern,Congressional District 9,Georgia Appalachian Trail Club,Hogpen Gap,Tesnatee Gap,Hogpen Gap to Tesnatee Gap,"Y, Raven Cliffs Wilderness",FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.71230864,-83.83392655,1.2,0.7,Uncorrected,Geo 7x,12/11/2015,12:21:04 PM,New,Campsite,R121110A_edited.SSF,30,30,AT 2015 Inventory,1874,998.516,19,10.8,1.244142,-83.833927,34.712309,{feb93e42-1f17-4f43-92c6-da6b1a588f27},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1DsD0n4UecM70WbTmNhuHmxREG36Q_gxV/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1kSlX8AV4XR-CxDhxuW5xcGazsDQAG5AT/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1Wrmjx-5CvZ7cd1jkawOvgdTHKPYxfZu0/view?usp=drivesdk,,,,,,,,{97bbd379-71a2-4df6-a9c8-b027c0df876c},Point
145,SORO,GATC,Rocky Mtn Campsite,Official A.T. Campsite,Yes,GATC Rocky Mtn Campsite,250659,CS141,Designated Campsite,2,1,1,Dimensional Lumber,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1968,impressive site,0.002938,GATC Rocky Mtn Campsite,IB14001000208620001629,1,100,N,Georgia,WHITE,Southern,Congressional District 9,Georgia Appalachian Trail Club,Rocky Mtn,Unicoi Gap,Rocky Mtn to Unicoi Gap,N,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.79840285,-83.73018573,1.3,0.8,Uncorrected,Geo 7x,12/4/2015,1:48:34 PM,New,Campsite,R120409A_edited.SSF,31,31,AT 2015 Inventory,1873,1192.075,21.6,13.2,1.008028,-83.730186,34.798403,{8de1679c-da43-466a-95ab-89e7fad50852},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1Zv3g6JlA36CzTJ3R8aeYXBlmH_DaBWvA/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/19n7SpxzCZL7qhzhcDBcK7xYTq65lPeya/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1yPSNWRK9BZkn6TXU5I3dAaTc9UZAQeFn/view?usp=drivesdk,,,,,,,,{e7effed2-8537-4fdc-b5c9-3a44f221bc9d},Point
146,SORO,GATC,Tray Mtn Shelter Campsite 2,Official A.T. Campsite,Yes,GATC Tray Mtn Shelter Campsite 2,250664,CS898,Designated Campsite,3,3,0,None,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,1971,,0.004408,GATC Tray Mtn Shelter Campsite 2,IB14001000208620001633,1,100,N,Georgia,HABERSHAM,Southern,Congressional District 9,Georgia Appalachian Trail Club,Wolfpen Gap,Tray Mtn,Wolfpen Gap to Tray Mtn,"Y, Tray Mountain Wilderness",FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.80360666,-83.67731384,1.7,0.9,Uncorrected,Geo 7x,12/4/2015,12:02:20 PM,New,Campsite,R120409A_edited (2).,46,46,AT 2015 Inventory,1873,1258.42,21.5,14.2,1.151062,-83.677314,34.803607,{9d16db7f-0d68-46c2-ba71-1a1855160853},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/13LS_TcWidNK5IlWSHnuZE3H6X1Lt8LAT/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/13VuDYz2cabaXwbfui3emyHdlFp5i30qa/view?usp=drivesdk,,,,,,,,,{248a6816-29f0-4491-a560-ecfe3920a98c},Point
147,SORO,GATC,Justus Creek Campsite,Official A.T. Campsite,Yes,GATC Justus Creek Campsite,105201,NA,Designated Campsite,6,0,6,Log,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Yes,2007,"Not in collection list, but definitely designated",0.008815,GATC Justus Creek Campsite,IB14001000208620001655,1,100,N,Georgia,UNION,Southern,Congressional District 9,Georgia Appalachian Trail Club,Gooch Mtn Shelter,Justus Creek,Gooch Mtn Shelter to Justus Creek,N,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.65916206,-84.06229637,2.2,1.2,Uncorrected,Geo 7x,12/17/2015,12:07:26 PM,New,Campsite,R121709A_edited.SSF,50,50,AT 2015 Inventory,1875,761.968,23.7,14.8,3.050605,-84.062296,34.659162,{a6f56e3d-d00d-4ed7-8e49-7fc70762437f},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1Gq78dgXvXenwYZ7ji-a2V_f2hjYCA2aO/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1DWMViSgUwo48uTnE5WTx8ozYP9b_n-17/view?usp=drivesdk,,,,,,,,,{4861144c-1bea-4264-ac55-938511868c90},Point
148,SORO,CMC,Roaring Fork Shelter Campsite,Official A.T. Campsite,Yes,CMC Roaring Fork Shelter Campsite,250642,NA,Designated Campsite,7,0,7,Benching/Side Hill,0,None,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,None,Yes,2005,"Campsite does not have GIS ID, but there it is designated",0.010285,CMC Roaring Fork Shelter Campsite,IB14001000208620001613,1,100,N,North Carolina,MADISON,Southern,Congressional District 11,Carolina Mountain Club,Lemon Gap incl Roaring Fork Shelter,FS Rd. 3535,Lemon Gap incl Roaring Fork Shelter to FS Rd. 3535,N,FEDERAL FEE - USFS PISGAH NF,35.80499029,-82.95023012,4.7,4.6,Postprocessed Code,Geo 7x,8/31/2015,4:41:55 PM,New,Campsit2,R083112A_edited.cor,34,34,AT 2015 Inventory,1860,1185.526,15.8,14.5,5.511443,-82.95023,35.80499,{590f16a5-5c39-4515-958b-ea1e2388a067},2015-2017 Trail Inventory using Trimble GPS Equipment,March 2023,Yes,MROBINSON,8/28/2019 5:25:36 PM,MROBINSON,8/28/2019 5:25:36 PM,https://drive.google.com/a/appalachiantrail.org/file/d/1zLf1WzX08NkUyOwfcZoI0N5wtXCTzO8v/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1TApGm4sJ7rb1NLtCFmHFNCBdmNxB5cFd/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1dDPEUOqjLeoI2IAtVzMIHqv1LMWAdp2V/view?usp=drivesdk,https://drive.google.com/a/appalachiantrail.org/file/d/1ky7vv3pcbYbDgfUwW1EaksCz5uDsl6PV/view?usp=drivesdk,,,,,,,{f69cba95-bd34-4829-a103-7831eb1c5d2b},Point
